source_record_id,vehicle_ref,owner_first_name,owner_last_name,event_type,event_state,event_date
TTL-F0OW8YUA9S,VH-6118940713,SYNGIV-L,SYNFAM-Xzzcp,title_record,DE,2020-10-06
TTL-JHNCOFC4B4,VH-6118940713,SYNGIV-L,SYNFAM-Xnvtxxj,ownership_change,PA,2024-05-11
TTL-MIITXXC0IV,VH-6118940713,SYNGIV-L,SYNFAM-Xzzcp,record_update,PA,2025-08-05
TTL-XJ5YS7KC30,VH-6118940713,SYNGIV-Lyocp,SYNFAM-Xzzcp,record_update,DE,2025-11-08
TTL-4IM3B1IGMF,VH-4266865293,SYNGIV-Y,SYNFAM-Cpjpd,title_record,DE,2021-04-26
TTL-8X8ZZHX2B2,VH-4266865293,SYNGIV-wVlfd,SYNFAM-Cpjpd,ownership_change,MD,2024-01-30
TTL-JD1J4T9QSQ,VH-4266865293,SYNGIV-Vwlfd,SYNFAM-Cpjpd,record_update,DE,2024-06-05
TTL-KDW0VM8NH4,VH-4266865293,SYNGIV-Vwlfd,SYNFAM-Cpjpd,record_update,MD,2024-09-29
TTL-19MSNLSDSC,VH-8188648699,SYNGIV-Lyocph,SYNFAM-Mfddlco,title_record,DE,2021-07-01
TTL-G3VN20YMQW,VH-8188648699,SYNGIV-Loycp,SYNFAM-Mfddlco,ownership_change,PA,2024-01-08
TTL-LKI2BWX9SS,VH-8188648699,SYNGIV-L,SYNFAM-Mfddlco,record_update,DE,2024-05-28
TTL-HAJQZJHSUS,VH-8188648699,SYNGIV-Kljcl,SYNFAM-Vlfc,record_update,PA,2025-06-28
TTL-8OOMBGIZHE,VH-6160539981,SYNGIV-Zwtgtl,SYNFAM-Spcylyopk,title_record,DE,2021-09-19
TTL-8TM7DWTVLU,VH-6160539981,SYNGIV-Zwtgtl,SYNFAM-Cptwwpj,ownership_change,NJ,2024-01-30
TTL-NO75KCHJGC,VH-6160539981,SYNGIV-Zwtgtl,SYNFAM-Spcylyopk,record_update,DE,2024-09-01
TTL-4CHCU1FN04,VH-6160539981,SYNGIV-Zwtgtl,SYNFAM-Spcylyopk,record_update,NJ,2026-03-22
TTL-66XDETKREI,VH-7716571552,SYNGIV-Rpzcrp,SYNFAM-Dpwszcde,title_record,,2021-10-21
TTL-PSZRUVSI5X,VH-7716571552,SYNGIV-Rpzcrp,SYNFAM-Dpwszcde,ownership_change,DE,2023-11-12
TTL-5CQ992PCAN,VH-7716571552,SYNGIV-Rpzcrp,SYNFAM-Dpwszcde,record_update,DE,2024-11-20
TTL-AOAN6AV7ZQ,VH-7716571552,SYNGIV-Otly,SYNFAM-Rzzop,record_update,MD,2026-06-29
TTL-M1U6FKY6VS,VH-4129933136,SYNGIV-Lyrpw,SYNFAM-Qclyvp,title_record,DE,2021-11-25
TTL-XTP10EUJ0B,VH-4129933136,SYNGIV-Lcesfc,SYNFAM-Lyocphd,ownership_change,VA,2024-06-21
TTL-X65NXSTNGN,VH-4129933136,SYNGIV-Lyrpw,SYNFAM-Qclyvp,record_update,,2025-06-28
TTL-LR6IJ8GNOW,VH-4129933136,SYNGIV-Lyrpw,SYNFAM-Qclyvp,record_update,DE,2026-01-17
TTL-QG3RNXSQ20,VH-8232436959,SYNGIV-Lxmpc,SYNFAM-Xljpcd,title_record,VA,2021-03-27
TTL-2P4E67O61Y,VH-8232436959,SYNGIV-Olwp,SYNFAM-Xljpcd,ownership_change,DE,2024-01-15
TTL-1BIX0MS9I1,VH-8232436959,SYNGIV-Olwp,SYNFAM-Xljpcd,record_update,DE,2025-01-23
TTL-EKCGHH0QLN,VH-8232436959,SYNGIV-Olwp,SYNFAM-Xljpcd,record_update,VA,2025-04-06
TTL-X9MAYPBWVV,VH-3863583465,SYNGIV-Xlcv,SYNFAM-Nslgpk,title_record,DE,2021-05-20
TTL-3IL8JGGWNT,VH-3863583465,SYNGIV-Ulnvtp,SYNFAM-Ptnspc,ownership_change,PA,2023-12-03
TTL-NH8ENB97T6,VH-3863583465,SYNGIV-U,SYNFAM-Ptnspc,record_update,,2025-01-10
TTL-KVVL3K6DAN,VH-3863583465,SYNGIV-Ulnvtp,SYNFAM-Ptnspc,record_update,DE,2025-04-01
TTL-5UY89ICR3Q,VH-7322962712,SYNGIV-Ufwtly,SYNFAM-Czuld,title_record,DE,2020-10-11
TTL-JTJUQJQRG9,VH-7322962712,SYNGIV-Gtzwpe,SYNFAM-Azhpcd,ownership_change,DE,2023-09-30
TTL-GA1PX6NWUV,VH-7322962712,SYNGIV-Ufwtly,SYNFAM-Czuld,record_update,NY,2024-11-17
TTL-SW2IPZFD8Z,VH-7322962712,SYNGIV-Ufwtly,SYNFAM-Czuld,record_update,NY,2025-05-31
TTL-POWWNR2BMI,VH-8655510521,SYNGIV-U,SYNFAM-Ylgl,title_record,FL,2021-05-10
TTL-LMZ357U5V2,VH-8655510521,SYNGIV-M,SYNFAM-Ylgl,ownership_change,DE,2023-08-12
TTL-26OL5D9VR2,VH-8655510521,SYNGIV-Mltwpj,SYNFAM-YLGL,record_update,FL,2025-10-17
TTL-YB7UGPO48C,VH-8655510521,SYNGIV-Mltwpj,SYNFAM-Ylgl,record_update,DE,2026-04-11
TTL-C007ST3NK6,VH-5927973988,SYNGIV-Tdltls,SYNFAM-Vfxlc,title_record,,2022-04-16
TTL-PQETZTKNIM,VH-5927973988,SYNGIV-T,SYNFAM-Vfxlc,ownership_change,,2023-08-15
TTL-05A6PSOVI4,VH-5927973988,SYNGIV-Tdltls,SYNFAM-VFXLC,record_update,MD,2025-08-07
TTL-QTL2P998C1,VH-5927973988,SYNGIV-A,SYNFAM-Vfxlc,record_update,DE,2026-04-19
TTL-PGAJPJWFNT,VH-7062041037,SYNGIV-Uszy,SYNFAM-Cppo,title_record,PA,2020-08-27
TTL-UU30A4E7WI,VH-7062041037,SYNGIV-Uszy,SYNFAM-Cppo,ownership_change,DE,2023-10-01
TTL-IEIYXRRM57,VH-7062041037,SYNGIV-Ojwl,SYNFAM-Cppo,record_update,PA,2025-03-11
TTL-7ZXUHSWYJS,VH-7062041037,SYNGIV-Uszy,SYNFAM-Cppo,record_update,DE,2026-02-21
TTL-MUW7VMOJEX,VH-2145850369,SYNGIV-Wfvp,SYNFAM-Mltwpj,title_record,PA,2022-03-22
TTL-MYLBFNW8P7,VH-2145850369,SYNGIV-Dply,SYNFAM-Mltwpj,ownership_change,DE,2024-07-10
TTL-IG4SDDA998,VH-2145850369,SYNGIV-Wfvp,SYNFAM-Mltwpj,record_update,DE,2025-09-11
TTL-RV15WAMX6R,VH-2145850369,SYNGIV-Wfvp,SYNFAM-Mltwpj,record_update,PA,2026-03-27
TTL-PZTQL4U9F6,VH-3507905090,SYNGIV-Depgp,SYNFAM-Plod,title_record,MD,2021-07-13
TTL-VMRB9VR07U,VH-3507905090,SYNGIV-Mlcmlc,SYNFAM-Dspcctww,ownership_change,DE,2023-11-09
TTL-MLEY99HBDP,VH-3507905090,SYNGIV-Depgpy,SYNFAM-PLOD,record_update,MD,2025-08-09
TTL-F1M98C2BVL,VH-3507905090,SYNGIV-Depgpy,SYNFAM-Pold,record_update,DE,2026-02-27
TTL-Z869BHA6DK,VH-0264617079,SYNGIV-Ulnv,SYNFAM-Vtydpj,title_record,MD,2021-08-29
TTL-CUH6VT0LKV,VH-0264617079,SYNGIV-Ulnv,SYNFAM-Vtydpj,ownership_change,MD,2024-05-25
TTL-S1GXFCVJXF,VH-0264617079,SYNGIV-Ulnv,SYNFAM-Vtydpj,record_update,DE,2024-10-11
TTL-VJTBTRVYVZ,VH-0264617079,SYNGIV-Upqq,SYNFAM-Htwwtlxd,record_update,DE,2026-02-27
TTL-W1D3J644M1,VH-6079228233,SYNGIV-Ejwpc,SYNFAM-Eljwzc,title_record,DE,2021-10-31
TTL-99UDEHUEFI,VH-6079228233,SYNGIV-Tdlmpwwl,SYNFAM-Eljwzc,ownership_change,PA,2024-02-09
TTL-LLKG3OE7WM,VH-6079228233,SYNGIV-EJWPC,SYNFAM-Eljwzc,record_update,PA,2025-09-13
TTL-85EI0477RY,VH-6079228233,SYNGIV-E,SYNFAM-Eljwzc,record_update,DE,2026-01-24
TTL-H4W8UJGK70,VH-1461979830,SYNGIV-Clbfpw,SYNFAM-Xlcety,title_record,DE,2020-10-04
TTL-IZPV8FA290,VH-1461979830,SYNGIV-Clbfpw,SYNFAM-Xlcety,ownership_change,VA,2023-08-22
TTL-TI6ZG4ACZ4,VH-1461979830,SYNGIV-Czmpcel,SYNFAM-Olxtnz,record_update,VA,2024-12-10
TTL-UYAV23IFP4,VH-1461979830,SYNGIV-Clbfpw,SYNFAM-Xlcety,record_update,DE,2026-04-25
TTL-1ODH1QMFY5,VH-9556689300,SYNGIV-Ypww,SYNFAM-Vszdwl,title_record,DE,2020-09-19
TTL-M0JMWX7PAW,VH-9556689300,SYNGIV-Dtpyl,SYNFAM-Nlypoj,ownership_change,MD,2024-07-19
TTL-ISMW7OWBUS,VH-9556689300,SYNGIV-Dtpyl,SYNFAM-Nlypoj,record_update,MD,2025-07-07
TTL-NR9TMOK17F,VH-9556689300,SYNGIV-Dtpyl,SYNFAM-Nlypoj,record_update,DE,2026-01-02
TTL-50IM2JNQV8,VH-8254998842,SYNGIV-Ytnzwp,SYNFAM-Xlwzyp,title_record,VA,2021-06-24
TTL-MGPY62059P,VH-8254998842,SYNGIV-Ytnzwp,SYNFAM-Xlwzyp,ownership_change,DE,2024-05-01
TTL-EGTTY073HO,VH-8254998842,SYNGIV-Olgtp,SYNFAM-Xlwzyp,record_update,VA,2025-05-13
TTL-8HP3QB0M4Y,VH-8254998842,SYNGIV-Ytnzwp,SYNFAM-Xlwzyp,record_update,DE,2026-03-12
TTL-EYPIAKEJLN,VH-7767133883,SYNGIV-Uldzy,SYNFAM-Dlyxtrfpw,title_record,PA,2021-02-07
TTL-6UFZHBRUJG,VH-7767133883,SYNGIV-Uldzy,SYNFAM-Dlyxtrfpw,ownership_change,DE,2023-11-30
TTL-AHA21BU5WV,VH-7767133883,SYNGIV-Vlcwl,SYNFAM-Dlyxtrfpw,record_update,DE,2025-10-16
TTL-E3UT41G564,VH-7767133883,SYNGIV-Uldzy,SYNFAM-Dlyxtrfpw,record_update,PA,2025-11-28
TTL-4UGUKBD4D4,VH-1387082211,SYNGIV-Utxxtp,SYNFAM-Wpzy,title_record,NJ,2021-05-07
TTL-DSJZ8AH49W,VH-1387082211,SYNGIV-Npswdpl,SYNFAM-Xljzc,ownership_change,NJ,2024-02-02
TTL-PA1XMX75VP,VH-1387082211,SYNGIV-Utxxtp,SYNFAM-Wpzy,record_update,DE,2025-02-23
TTL-UF8AXT15HU,VH-1387082211,SYNGIV-Utxxtp,SYNFAM-Wpzy,record_update,DE,2026-02-06
TTL-YCS0NKFOC9,VH-6664799754,SYNGIV-Uzdpas,SYNFAM-Cszopd,title_record,DE,2022-05-22
TTL-E0H8WRF0UM,VH-6664799754,SYNGIV-Uplyyp,SYNFAM-Otlk,ownership_change,DE,2024-06-23
TTL-TPJ6A1FP9P,VH-6664799754,SYNGIV-Uzdpas,SYNFAM-Cszopd,record_update,MD,2024-11-17
TTL-YJ4QD49Y3V,VH-6664799754,SYNGIV-U,SYNFAM-Cszopd,record_update,MD,2026-07-14
TTL-E63ORM9LFX,VH-6288758528,SYNGIV-Mctly,SYNFAM-Vsly,title_record,DE,2021-09-07
TTL-C7QQS8Q3UL,VH-6288758528,SYNGIV-Mctly,SYNFAM-Vsly,ownership_change,PA,2023-10-05
TTL-3S93QART5H,VH-6288758528,SYNGIV-Dlxlyesl,SYNFAM-Nzrswly,record_update,DE,2024-10-29
TTL-44YAG8WSJ2,VH-6288758528,SYNGIV-Mctly,SYNFAM-Vsly,record_update,PA,2025-09-18
TTL-2YXPURGTW2,VH-8848624825,SYNGIV-Opmmtp,SYNFAM-Dlhlekvj,title_record,NJ,2022-06-04
TTL-67FHBWI29M,VH-8848624825,SYNGIV-DLCL,SYNFAM-Dlynspk,ownership_change,NJ,2024-01-31
TTL-C84AK3JZRO,VH-8848624825,SYNGIV-Ompmtp,SYNFAM-Dllhekvj,record_update,DE,2025-08-28
TTL-5Y5VPWA5K4,VH-8848624825,SYNGIV-Opmmtp,SYNFAM-Dlhlekvj,record_update,DE,2026-02-25
TTL-26NSI9CEQM,VH-5447767101,SYNGIV-Vpyyes,SYNFAM-Hlwwlnp,title_record,VA,2022-05-20
TTL-PVQ62I9FO1,VH-5447767101,SYNGIV-Vpyye,SYNFAM-Hlwwlnp,ownership_change,VA,2024-02-12
TTL-QIEBC3GCCQ,VH-5447767101,SYNGIV-Vpyyes,SYNFAM-Hlwwlnp,record_update,DE,2024-12-24
TTL-26PP01MEC4,VH-5447767101,SYNGIV-Tdltls,SYNFAM-Hlwwlnp,record_update,DE,2026-05-22
TTL-U3TLC7JMKU,VH-3663554107,SYNGIV-Pwwtze,SYNFAM-Mfwwlco,title_record,DE,2021-12-20
TTL-HNZKM3JBJ1,VH-3663554107,SYNGIV-Dlcl,SYNFAM-Mfwwlco,ownership_change,DE,2023-11-19
TTL-CILGYHGRMG,VH-3663554107,SYNGIV-Pwwtze,SYNFAM-Mfwwlco,record_update,MD,2025-01-18
TTL-0A1JTWD51W,VH-3663554107,SYNGIV-P,SYNFAM-Mfw wlco,record_update,MD,2026-02-24
TTL-DMM8YOWEIR,VH-8250795908,SYNGIV-Lcjtlyl,SYNFAM-Czoctrfpk,title_record,DE,2021-08-06
TTL-BJFH4BB6SD,VH-8250795908,SYNGIV-Lcjtly,SYNFAM-Czoctrfpk,ownership_change,PA,2024-01-22
TTL-VZYBYR5W70,VH-8250795908,SYNGIV-Czoctrz,SYNFAM-Qzco,record_update,PA,2025-10-30
TTL-ILXZ4PVR05,VH-8250795908,SYNGIV-Lcjtlyl,SYNFAM-Czoctrfpk,record_update,DE,2026-05-21
TTL-GQGNCGAKKH,VH-0963853161,SYNGIV-Eclntp,SYNFAM-Xlctyz,title_record,DE,2021-01-12
TTL-4VV1BZGGGL,VH-0963853161,SYNGIV-Rpzcrp,SYNFAM-Xlctyz,ownership_change,DE,2024-03-25
TTL-9HAHCW1GGY,VH-0963853161,SYNGIV-Eclntp,SYNFAM-XLCTYZ,record_update,NJ,2024-12-02
TTL-AAIDEH5YE4,VH-0963853161,SYNGIV-Eclntp,SYNFAM-Xlctyz,record_update,,2025-10-08
TTL-YP66GEME9X,VH-3165116796,SYNGIV-E,SYNFAM-Szwwlyo,title_record,DE,2020-10-04
TTL-I38HBW3RFR,VH-3165116796,SYNGIV-Dpcrtz,SYNFAM-Szwwlyo,ownership_change,PA,2024-04-16
TTL-UUAFMN9TJ1,VH-3165116796,SYNGIV-Dpcrtz,SYNFAM-Szwlwyo,record_update,DE,2024-10-13
TTL-V3BYROIBSZ,VH-3165116796,SYNGIV-Dpcrtz,SYNFAM-Szwwlyo,record_update,PA,2025-03-15
TTL-AUVKV6F3D6,VH-7496780736,SYNGIV-R,SYNFAM-Gpwpk,title_record,DE,2021-11-13
TTL-42GH1DLPBJ,VH-7496780736,SYNGIV-Rcpensp,SYNFAM-Gpwpk,ownership_change,MD,2023-08-20
TTL-4C09A1E1KA,VH-7496780736,SYNGIV-Rcpenspy,SYNFAM-Gpwpk,record_update,MD,2025-03-11
TTL-SGMB3G4IIJ,VH-7496780736,SYNGIV-Rlccj,SYNFAM-Nslyr,record_update,DE,2026-05-02
TTL-H1D3E6SYUP,VH-7264096332,SYNGIV-D,SYNFAM-Nzwpxly,title_record,NY,2022-06-26
TTL-TIMNUNTQ7L,VH-7264096332,SYNGIV-Depaspy,SYNFAM-Nzwpxly,ownership_change,DE,2024-05-24
TTL-7SJXXJT9DJ,VH-7264096332,SYNGIV-Depaspy,SYNFAM-Nzwpxly,record_update,NY,2025-10-21
TTL-PRZ8DQRDGT,VH-7264096332,SYNGIV-Jfpsfl,SYNFAM-Lccpozyoz,record_update,DE,2025-12-29
TTL-7VQX221NUO,VH-5133022707,SYNGIV-Uzsy,SYNFAM-Astwwtad,title_record,PA,2021-01-10
TTL-25AG0Q1U3A,VH-5133022707,SYNGIV-Uzcoly,SYNFAM-Lwwpy,ownership_change,DE,2024-02-27
TTL-IVBUMET5J2,VH-5133022707,SYNGIV-Uzsy,SYNFAM-Astwwtad,record_update,PA,2024-10-19
TTL-26EM4TIS57,VH-5133022707,SYNGIV-Uzsy,SYNFAM-Astwwtad,record_update,DE,2026-06-17
TTL-AEHDT5LQBM,VH-7263597527,SYNGIV-Mlccj,SYNFAM-Xtdpc,title_record,VA,2020-10-27
TTL-1ZMKWP29XD,VH-7263597527,SYNGIV-Nspcjw,SYNFAM-Xtdpc,ownership_change,DE,2024-02-19
TTL-JNA406NNAZ,VH-7263597527,SYNGIV-Mclcj,SYNFAM-Xtdpc,record_update,DE,2025-02-03
TTL-G3CRNC6XN5,VH-7263597527,SYNGIV-Mlccj,SYNFAM-Xtdpc,record_update,VA,2026-07-09
TTL-ZVRQMDWWCN,VH-5786099918,SYNGIV-Wpgtetnfd,SYNFAM-Vpl cypj,title_record,PA,2022-05-20
TTL-X6QYUGGGIJ,VH-5786099918,SYNGIV-Wpgtetnfd,SYNFAM-pVlcypj,ownership_change,PA,2024-01-25
TTL-BA6R1UUGNT,VH-5786099918,SYNGIV-Wlfcl,SYNFAM-Dnscptmpc,record_update,DE,2024-10-02
TTL-HY8K2T8ZEG,VH-5786099918,SYNGIV-Wpgtetnfd,SYNFAM-Vplcypj,record_update,DE,2026-03-08
TTL-RXPKROS5P2,VH-5888573759,SYNGIV-Vpyypes,SYNFAM-Dep gpyd,title_record,PA,2021-03-22
TTL-9H0GRFOEGN,VH-5888573759,SYNGIV-Xlcj,SYNFAM-Sfyecpdd,ownership_change,DE,2024-07-14
TTL-V1V6VPHNT9,VH-5888573759,SYNGIV-Vpyypes,SYNFAM-Depgpyd,record_update,DE,2025-02-14
TTL-5H6MI0L2B6,VH-5888573759,SYNGIV-V,SYNFAM-Depgpyd,record_update,PA,2026-01-28
TTL-L4BLLEVRUX,VH-3292853214,SYNGIV-Vlespcty,SYNFAM-Clopc,title_record,PA,2022-03-05
TTL-R16M1VNUG9,VH-3292853214,SYNGIV-V,SYNFAM-Apzawpd,ownership_change,DE,2023-10-11
TTL-YQGO0DFU6M,VH-3292853214,SYNGIV-Vlespctyp,SYNFAM-Clopc,record_update,PA,2025-09-06
TTL-878ETTREZQ,VH-3292853214,SYNGIV-Vlespctyp,SYNFAM-Clopc,record_update,DE,2026-02-26
TTL-UBKWCC1X1Q,VH-6742799394,SYNGIV-Lwiplyocl,SYNFAM-Apepcdzy,title_record,DE,2020-10-10
TTL-1Y7Z27QYBE,VH-6742799394,SYNGIV-Vlwpm,SYNFAM-Apepcdzy,ownership_change,MD,2023-11-26
TTL-7G3EUO0M2S,VH-6742799394,SYNGIV-Vlwpm,SYNFAM-Apepcdzy,record_update,MD,2024-07-03
TTL-6MOA9OG94T,VH-6742799394,SYNGIV-Vlwpm,SYNFAM-Apepcdzy,record_update,DE,2024-12-01
TTL-O49H9RY04U,VH-3782738635,SYNGIV-Z,SYNFAM-Pdnlyozy,title_record,PA,2022-06-07
TTL-YEE6ZSYX5R,VH-3782738635,SYNGIV-Zccty,SYNFAM-Pdnlyozy,ownership_change,DE,2023-08-28
TTL-6DUU6BNA10,VH-3782738635,SYNGIV-Rtkpwwp,SYNFAM-Htpmzwo,record_update,DE,2024-11-28
TTL-DPAQXP3OH5,VH-3782738635,SYNGIV-Zccty,SYNFAM-Pdnlyozy,record_update,PA,2025-06-21
TTL-IRMLR2H8EK,VH-8175877657,SYNGIV-Ufdet,SYNFAM-Qwzcpd,title_record,DE,2020-12-31
TTL-WPD52SA7UR,VH-8175877657,SYNGIV-Vlcpy,SYNFAM-Ytpmwl,ownership_change,DE,2023-10-11
TTL-3338GL1CRT,VH-8175877657,SYNGIV-Ufdety,SYNFAM-Qwzcpd,record_update,PA,2024-11-15
TTL-3XDLKLG5KH,VH-8175877657,SYNGIV-Ufdet,SYNFAM-Qwzcpd,record_update,PA,2026-04-16
TTL-2UEHOPFUIK,VH-3390247593,SYNGIV-Mcfnp,SYNFAM-Xlj,title_record,NJ,2022-04-18
TTL-I4RG8VCARC,VH-3390247593,SYNGIV-D,SYNFAM-Xlj,ownership_change,DE,2024-04-13
TTL-TA0DC837P4,VH-3390247593,SYNGIV-Mcfnp,SYNFAM-Xlj,record_update,NJ,2025-04-05
TTL-NKCGRF6ROT,VH-3390247593,SYNGIV-Mcfnp,SYNFAM-Xlj,record_update,DE,2026-05-31
TTL-QY1VCXQ5VV,VH-2321502878,SYNGIV-W,SYNFAM-Qwzcpd,title_record,DE,2021-10-23
TTL-HQMXDKSF2Q,VH-2321502878,SYNGIV-Wwzj,SYNFAM-Qwzcpd,ownership_change,PA,2024-05-27
TTL-SPBLG9NOV4,VH-2321502878,SYNGIV-W,SYNFAM-Qwzcpd,record_update,,2025-11-17
TTL-V5XPBMQCIX,VH-2321502878,SYNGIV-Lmclx,SYNFAM-Qwzcpd,record_update,PA,2026-04-10
TTL-94AE7R0PT2,VH-5469301194,SYNGIV-M,SYNFAM-Czrpcd,title_record,NY,2021-10-26
TTL-P77J6I6LQY,VH-5469301194,SYNGIV-Mczzvwjyy,SYNFAM-CZRPCD,ownership_change,NY,2023-11-07
TTL-O1IMNG8O6I,VH-5469301194,SYNGIV-Mczzvwjyy,SYNFAM-Czrpcd,record_update,DE,2024-06-15
TTL-FYQ6NTPSNO,VH-5469301194,SYNGIV-Vlcl,SYNFAM-Czrpcd,record_update,DE,2024-11-12
TTL-RSLOM1XEJV,VH-3420712466,SYNGIV-Htwwtlx,SYNFAM-Rzzns,title_record,NJ,2020-10-27
TTL-I29XJ7YG8D,VH-3420712466,SYNGIV-Htwwtlx,SYNFAM-Rzzns,ownership_change,DE,2024-03-30
TTL-PBEWJ7L0ET,VH-3420712466,SYNGIV-V,SYNFAM-Rzzns,record_update,NJ,2024-10-27
TTL-3O0NCVPG45,VH-3420712466,SYNGIV-Htwtwlx,SYNFAM-Rzzns,record_update,DE,2025-10-29
TTL-CV2AFJ6ESA,VH-7079459255,SYNGIV-Vtlcl,SYNFAM-Depgpyd,title_record,VA,2021-06-27
TTL-IWKZFJONAG,VH-7079459255,SYNGIV-Olchty,SYNFAM-Uzypd,ownership_change,DE,2024-06-25
TTL-DEMV767RLF,VH-7079459255,SYNGIV-Olchty,SYNFAM-Uzypd,record_update,VA,2025-05-31
TTL-H32PYSR5E1,VH-7079459255,SYNGIV-O,SYNFAM-Uzypd,record_update,DE,2025-08-01
TTL-LAB4KGACF9,VH-8391113512,SYNGIV-Nlcw,SYNFAM-Olgtd,title_record,PA,2020-12-12
TTL-8I5WSTZYSO,VH-8391113512,SYNGIV-Lyytvl,SYNFAM-Olgtd,ownership_change,DE,2024-06-27
TTL-J6RYPS1KKK,VH-8391113512,SYNGIV-Nlcw,SYNFAM-OLGTD,record_update,PA,2025-10-27
TTL-053YM0VO0J,VH-8391113512,SYNGIV-Nlcw,SYNFAM-Olgtd,record_update,DE,2026-03-07
TTL-QAGNED8PR0,VH-7751016775,SYNGIV-Ufdety,SYNFAM-Pglyrpwtde,title_record,MD,2021-09-05
TTL-G1DAI98SAX,VH-7751016775,SYNGIV-Ufdety,SYNFAM-Pglyrpwtde,ownership_change,MD,2024-05-30
TTL-4J4TNV925J,VH-7751016775,SYNGIV-Ufdety,SYNFAM-Pglyrpwtde,record_update,DE,2025-09-11
TTL-1EJO4WA5M0,VH-7751016775,SYNGIV-Upyytqpc,SYNFAM-Glwpyetyp,record_update,DE,2026-06-25
TTL-CJPSKZ8H2V,VH-0111623937,SYNGIV-Qclyvwty,SYNFAM-Pxpcdzy,title_record,NC,2021-03-14
TTL-O2V3AOWGSH,VH-0111623937,SYNGIV-Qclyvwty,SYNFAM-Pxpcdzy,ownership_change,NC,2023-12-14
TTL-Y3H2LORKC9,VH-0111623937,SYNGIV-Ufoj,SYNFAM-Dtootbft,record_update,DE,2025-06-16
TTL-LOI5EJ8EWR,VH-0111623937,SYNGIV-Qclyvwty,SYNFAM-Pxp cdzy,record_update,DE,2026-01-22
TTL-EVPW0QXPO3,VH-9627601644,SYNGIV-Npdlc,SYNFAM-Ypgpwd,title_record,VA,2021-01-05
TTL-SA5SG2P7XF,VH-9627601644,SYNGIV-Nsctd,SYNFAM-Mfwwlco,ownership_change,DE,2023-09-23
TTL-ZZQ1CFWDR6,VH-9627601644,SYNGIV-Nsct,SYNFAM-Mfwwlco,record_update,DE,2025-03-27
TTL-0M7C9XVU54,VH-9627601644,SYNGIV-Nsctd,SYNFAM-Mfwwlco,record_update,VA,2026-04-06
TTL-CASF52LLMU,VH-4269652614,SYNGIV-Ytnszwld,SYNFAM-Nwlcp,title_record,NJ,2021-10-22
TTL-QZLGQ092OH,VH-4269652614,SYNGIV-Ytnszwld,SYNFAM-Nwlcp,ownership_change,NJ,2023-09-11
TTL-L086ZTUSOW,VH-4269652614,SYNGIV-Xtnslpw,SYNFAM-Pxpcdzy,record_update,DE,2025-06-19
TTL-A6XU3MZ5FJ,VH-4269652614,SYNGIV-Ytnszwld,SYNFAM-Nwlcp,record_update,DE,2026-04-27
TTL-OSDIFIK5E7,VH-1310974397,SYNGIV-Slootp,SYNFAM-Olwwxlyy,title_record,MD,2021-03-28
TTL-XTN007YXS2,VH-1310974397,SYNGIV-Glwpctp,SYNFAM-Cppvtp,ownership_change,DE,2023-09-02
TTL-FDH7OXQOKU,VH-1310974397,SYNGIV-Slootp,SYNFAM-Olwwxlyy,record_update,MD,2025-05-05
TTL-CRJ0R1A8PL,VH-1310974397,SYNGIV-Slootp,SYNFAM-Olwwxlyy,record_update,DE,2025-10-29
TTL-KDDFGQZFJ5,VH-0631956117,SYNGIV-Upzglyj,SYNFAM-Xtwwpc,title_record,DE,2020-10-09
TTL-DK2MV27LIB,VH-0631956117,SYNGIV-Vljwl,SYNFAM-Xpotyl,ownership_change,PA,2023-11-04
TTL-2UR0E0OUNF,VH-0631956117,SYNGIV-Upzgly,SYNFAM-Xtwwpc,record_update,DE,2025-09-18
TTL-WVZNO6RD3I,VH-0631956117,SYNGIV-Upgzlyj,SYNFAM-Xtwwpc,record_update,PA,2026-03-02
TTL-Q80P5N9QBE,VH-2026913703,SYNGIV-Xlctekl,SYNFAM-Opm,title_record,DE,2021-08-02
TTL-XTTFWSPDM1,VH-2026913703,SYNGIV-Njyestl,SYNFAM-Nzcepd,ownership_change,MD,2023-12-21
TTL-4LD0Z4LRRU,VH-2026913703,SYNGIV-Xlctekl,SYNFAM-Opm,record_update,DE,2024-10-13
TTL-8NJ1EXMAJI,VH-2026913703,SYNGIV-Xlctekl,SYNFAM-Opm,record_update,MD,2026-03-23
TTL-3DEVZDOE1T,VH-1806698006,SYNGIV-Pwtklmpes,SYNFAM-Xntgpc,title_record,DE,2021-07-08
TTL-OFLQW8X6FJ,VH-1806698006,SYNGIV-Pwtklmpes,SYNFAM-Xntgpc,ownership_change,MD,2024-07-06
TTL-WGVNCSR35W,VH-1806698006,SYNGIV-Plcypdetyp,SYNFAM-Xlypeel,record_update,DE,2025-04-17
TTL-ZIVR5W8Q1Y,VH-1806698006,SYNGIV-Pwtklmpes,SYNFAM-XNTGPC,record_update,MD,2026-01-18
TTL-UCZCPNL1OU,VH-6140144449,SYNGIV-Etyl,SYNFAM-Rcppyp,title_record,PA,2021-10-27
TTL-FU1IHMEZXZ,VH-6140144449,SYNGIV-Etyl,SYNFAM-Rcppyp,ownership_change,DE,2023-09-01
TTL-MNTI7TF65M,VH-6140144449,SYNGIV-Etyl,SYNFAM-Rcppyp,record_update,DE,2025-10-06
TTL-BN3S1N37FL,VH-6140144449,SYNGIV-X,SYNFAM-Mltwpj,record_update,PA,2026-03-11
